Name+Seed,Pure Text,Rank,Conference,W-L,AP_Preseason_Rank,First_Four_Team,AQ/Conference_Winner,AdjEM,AdjO,R_AdjO,AdjD,R_AdjD,AdjT,R_AdjT,Luck,R_Luck,AdjEM1,R_AdjEM1,OppO,R_OppO,OppD,R_OppD,AdjEM2,R_AdjEM2,W_64,W_32,W_16,W_8,W_4,W_2
Missouri 8,Missouri,38,SEC,20-12,Not Ranked,0,0,15.47,113.3,53,97.8,47,65.6,298,-0.021,237,9.6,32,110.1,42,100.5,13,1.3,136,0,0,0,0,0,0
Florida St. 9,Florida St.,35,ACC,20-11,Not Ranked,0,0,15.82,115.8,30,100,76,71.6,31,-0.032,265,7.99,54,109.2,59,101.2,38,-6.72,331,1,1,1,0,0,0
Ohio St. 5,Ohio St.,15,B10,24-8,Not Ranked,0,0,21.11,116.2,27,95,16,66.4,260,0.027,107,8.16,51,109.8,47,101.6,48,0.41,153,1,0,0,0,0,0
South Dakota St. 12,South Dakota St.,75,Sum,28-6,Not Ranked,0,1,10.59,114.6,41,104,148,70.3,71,0.111,7,-0.1,141,106.1,118,106.2,189,3.91,72,0,0,0,0,0,0
Gonzaga 4,Gonzaga,8,WCC,30-4,18,0,1,24.74,119.8,12,95.1,17,69,125,-0.006,191,0.95,127,106.6,107,105.6,154,3.24,82,1,1,0,0,0,0
UNC Greensboro 13,UNC Greensboro,82,SC,27-7,Not Ranked,0,1,9.06,105.7,164,96.6,30,65,318,-0.011,203,-4.99,282,103.6,231,108.6,319,-3.23,273,0,0,0,0,0,0
Houston 6,Houston,17,Amer,26-7,Not Ranked,0,0,20.54,115.8,31,95.2,18,68.2,174,-0.009,200,3.39,86,106.7,103,103.3,80,-2.71,251,1,0,0,0,0,0
San Diego St. 11,San Diego St.,50,MWC,22-10,Not Ranked,0,1,14.15,111.3,69,97.1,36,68.7,147,-0.015,217,3.37,87,107.5,85,104.2,101,-0.17,170,0,0,0,0,0,0
Michigan 3,Michigan,10,B10,28-7,Not Ranked,0,1,23.19,115.9,29,92.7,5,64.4,333,0.037,90,8.78,41,111.1,22,102.3,63,-4.6,300,1,1,1,1,1,0
Montana 14,Montana,71,BSky,26-7,Not Ranked,0,1,10.83,110.1,82,99.3,65,68,183,-0.005,185,-2.18,204,104.3,196,106.5,206,2.52,91,0,0,0,0,0,0
Texas A&M; 7,Texas A&M;,30,SEC,20-12,25,0,0,16.91,111.2,71,94.3,12,69,120,-0.007,194,11.34,7,112.1,3,100.8,21,5.29,38,1,1,0,0,0,0
Providence 10,Providence,63,BE,21-13,Not Ranked,0,0,11.92,108.9,104,97,35,67.1,223,0.088,20,10.42,19,112,5,101.6,49,-1.02,187,0,0,0,0,0,0
North Carolina 2,North Carolina,7,ACC,25-10,9,0,0,25.03,122,4,96.9,34,71,50,-0.019,227,14.05,1,112.5,1,98.4,1,7.99,15,1,0,0,0,0,0
Lipscomb 15,Lipscomb,165,ASun,23-9,Not Ranked,0,1,0.36,103.8,197,103.4,131,74.9,5,0.114,6,-4.94,280,103.2,259,108.1,294,6.07,30,0,0,0,0,0,0
Villanova 1,Villanova,2,BE,30-4,6,0,1,31.41,127.4,1,96,22,68.3,168,-0.018,222,10.23,20,111.3,19,101.1,30,4.11,64,1,1,1,1,1,1
Radford 16,Radford,170,BSth,22-12,Not Ranked,1,1,-0.05,103.6,203,103.6,133,62.7,346,0.044,69,-4.43,268,102.7,278,107.1,244,4.01,69,0,0,0,0,0,0
Virginia Tech 8,Virginia Tech,32,ACC,21-11,Not Ranked,0,0,16.64,115,39,98.4,54,68.7,144,-0.003,180,8.18,49,109.9,44,101.7,52,-9.57,344,0,0,0,0,0,0
Alabama 9,Alabama,51,SEC,19-15,Not Ranked,0,0,13.83,108.5,115,94.6,13,68.8,137,0,173,11.03,10,111,24,100,8,3.02,85,1,0,0,0,0,0
West Virginia 5,West Virginia,13,B12,24-10,11,0,0,21.77,119.2,14,97.4,39,69,117,-0.009,197,10.48,18,109.9,43,99.5,2,-4.24,297,1,1,0,0,0,0
Murray St. 12,Murray St.,59,OVC,26-5,Not Ranked,0,1,12.7,113.1,56,100.4,82,67.3,216,-0.013,208,-4.19,261,102.8,275,107,237,-0.76,183,0,0,0,0,0,0
Wichita St. 4,Wichita St.,20,Amer,25-7,7,0,0,20.07,121.9,5,101.9,107,68.6,149,-0.015,215,5.55,74,107.9,78,102.3,64,2.05,108,0,0,0,0,0,0
Marshall 13,Marshall,114,CUSA,24-10,Not Ranked,0,1,5.38,109.3,96,103.9,144,74.8,6,0.04,80,-1.67,184,104.8,175,106.4,204,-6.83,334,1,0,0,0,0,0
Florida 6,Florida,23,SEC,20-12,8,0,0,18.71,115.1,37,96.4,25,66.8,239,-0.049,294,10.74,14,110.7,32,100,7,4.49,54,1,0,0,0,0,0
St. Bonaventure 11,St. Bonaventure,69,A10,25-7,Not Ranked,1,0,11.2,112.3,59,101.1,94,69.2,109,0.077,25,2.2,101,107,98,104.8,121,1.43,128,0,0,0,0,0,0
Texas Tech 3,Texas Tech,12,B12,24-9,Not Ranked,0,0,21.94,114,46,92.1,3,66.6,248,-0.021,236,9.26,37,110.4,38,101.1,34,-5.12,312,1,1,1,0,0,0
Stephen F. Austin 14,Stephen F. Austin,111,Slnd,28-6,Not Ranked,0,1,5.56,105,177,99.4,67,71.1,48,0.037,85,-7.58,330,100.8,330,108.4,312,-2.05,225,0,0,0,0,0,0
Arkansas 7,Arkansas,37,SEC,23-11,Not Ranked,0,0,15.63,117.3,19,101.7,103,69.7,90,0.062,41,10.15,22,111,25,100.9,25,1.3,135,0,0,0,0,0,0
Butler 10,Butler,25,BE,20-13,Not Ranked,0,0,17.87,115.8,32,97.9,48,67.8,189,-0.037,271,10.58,17,111.9,7,101.3,42,0.27,157,1,0,0,0,0,0
Purdue 2,Purdue,5,B10,28-6,20,0,0,26.67,123.2,2,96.6,28,67.2,219,0.003,167,8.55,44,109.3,54,100.8,22,0.91,145,1,1,0,0,0,0
Cal St. Fullerton 15,Cal St. Fullerton,153,BW,20-11,Not Ranked,0,1,1.32,105,176,103.7,134,69.5,97,0.089,19,-1.28,171,103.9,218,105.1,138,3.47,80,0,0,0,0,0,0
Kansas 1,Kansas,9,B12,27-7,4,0,1,23.24,120.9,6,97.7,46,68.4,161,0.06,50,11.49,6,111.7,12,100.2,11,3.71,76,1,1,1,1,0,0
Penn 16,Penn,127,Ivy,24-8,Not Ranked,0,1,3.7,103.6,205,99.9,73,68.9,131,0.078,23,-4.63,271,103.7,228,108.3,309,-2.77,253,0,0,0,0,0,0
Seton Hall 8,Seton Hall,26,BE,21-11,23,0,0,17.34,116.3,26,99,58,69.3,104,-0.02,234,9.58,34,110.4,36,100.9,24,0.42,152,1,0,0,0,0,0
North Carolina St. 9,North Carolina St.,42,ACC,21-11,Not Ranked,0,0,15.13,116.4,24,101.3,99,71.4,40,0.007,156,7.64,55,108.9,63,101.3,41,-9.44,343,0,0,0,0,0,0
Clemson 5,Clemson,19,ACC,23-9,Not Ranked,0,0,20.27,113.8,48,93.5,8,65.6,297,0.004,163,9.76,30,110.9,28,101.1,36,-1.85,217,1,1,0,0,0,0
New Mexico St. 12,New Mexico St.,55,WAC,28-5,Not Ranked,0,1,13.56,108.5,116,94.9,14,68.2,173,0.032,97,-1.51,176,104.2,199,105.8,162,4.19,62,0,0,0,0,0,0
Auburn 4,Auburn,16,SEC,25-7,Not Ranked,0,0,20.63,118.2,16,97.6,44,72.3,21,-0.012,204,7.53,56,109.1,61,101.5,46,-1.75,215,1,0,0,0,0,0
College of Charleston 13,College of Charleston,120,CAA,26-7,Not Ranked,0,1,4.73,109.9,87,105.2,167,64.6,324,0.049,63,-4.61,270,104.9,170,109.5,339,-7.46,337,0,0,0,0,0,0
TCU 6,TCU,22,B12,21-11,Not Ranked,0,0,18.92,120.6,8,101.7,104,68.7,142,-0.058,311,9.82,27,111.5,15,101.6,50,-0.43,178,0,0,0,0,0,0
Syracuse 11,Syracuse,54,ACC,20-13,Not Ranked,1,0,13.59,107.7,128,94.1,11,63.4,342,0.007,157,8.72,43,111,27,102.2,61,-0.23,172,1,1,0,0,0,0
Michigan St. 3,Michigan St.,6,B10,29-4,2,0,0,26.35,120,9,93.6,9,67.1,222,0.048,64,6.5,64,109,62,102.5,67,-4.7,303,1,0,0,0,0,0
Bucknell 14,Bucknell,100,Pat,25-9,Not Ranked,0,1,6.81,109.2,99,102.4,112,71.4,37,0.02,125,-4.85,279,102.9,271,107.7,272,6.15,29,0,0,0,0,0,0
Rhode Island 7,Rhode Island,49,A10,25-7,Not Ranked,0,0,14.38,111.7,66,97.3,38,68.7,146,0.037,87,2.69,96,107.4,86,104.7,119,4.06,67,1,0,0,0,0,0
Oklahoma 10,Oklahoma,47,B12,18-13,Not Ranked,0,0,14.42,115.1,38,100.7,83,75.8,4,0.005,160,11.96,2,111.9,8,99.9,3,2.24,103,0,0,0,0,0,0
Duke 2,Duke,3,ACC,26-7,1,0,0,29.13,122.6,3,93.5,7,70,78,-0.029,260,10.9,13,111,26,100.1,10,4.61,51,1,1,1,0,0,0
Iona 15,Iona,134,MAAC,20-13,Not Ranked,0,1,2.87,110.3,80,107.4,212,70.7,56,-0.022,239,-2.39,211,103.3,254,105.7,156,2.26,102,0,0,0,0,0,0
