Name+Seed,Pure Text,Rank,Conference,W-L,AP_Preseason_Rank,First_Four_Team,AQ/Conference_Winner,AdjEM,AdjO,R_AdjO,AdjD,R_AdjD,AdjT,R_AdjT,Luck,R_Luck,AdjEM1,R_AdjEM1,OppO,R_OppO,OppD,R_OppD,AdjEM2,R_AdjEM2,W_64,W_32,W_16,W_8,W_4,W_2
Kansas 1,Kansas,8,B12,29-5,7,0,1,0.9418,112.7,25,85.9,5,67.7,91,0.019,130,0.6653,58,105.1,28,98.3,78,0.5868,79,1,1,0,0,0,0
Western Kentucky 16,Western Kentucky,183,SB,20-15,Not Ranked,0,1,0.456,100.1,177,101.8,182,65.7,182,0.039,78,0.4394,203,99,239,101.4,175,0.5864,80,0,0,0,0,0,0
North Carolina 8,North Carolina,28,ACC,24-10,11,0,0,0.8739,112.3,27,93,47,70.6,16,0.039,77,0.7087,23,105.3,21,96.5,31,0.4982,179,1,0,0,0,0,0
Villanova 9,Villanova,45,BE,20-13,Not Ranked,0,0,0.8341,105.4,94,90,24,67.7,93,0.022,123,0.7441,8,105.2,27,94.8,2,0.5273,142,0,0,0,0,0,0
Virginia Commonwealth 5,Virginia Commonwealth,21,A10,26-8,Not Ranked,0,0,0.8917,113.3,19,92.2,43,68.4,63,-0.01,213,0.608,89,103.6,82,99.3,108,0.4849,197,1,0,0,0,0,0
Akron 12,Akron,54,MAC,26-6,Not Ranked,0,1,0.8107,105.6,89,91.7,33,66.6,135,0.012,151,0.4935,152,100.7,156,101,157,0.5388,126,0,0,0,0,0,0
Michigan 4,Michigan,11,B10,26-7,5,0,0,0.9283,120.6,2,93.9,58,65,215,-0.011,218,0.7207,16,105.6,13,96.3,22,0.4241,260,1,1,1,1,1,0
South Dakota St. 13,South Dakota St.,102,Sum,25-9,Not Ranked,0,1,0.6675,110.4,39,103.1,209,64.1,258,0.03,99,0.4031,241,99.4,222,103.3,262,0.6179,55,0,0,0,0,0,0
UCLA 6,UCLA,44,P12,25-9,13,0,0,0.8353,110.4,38,94.3,65,69.3,35,0.062,32,0.6996,26,104.3,54,96,15,0.5445,121,0,0,0,0,0,0
Minnesota 11,Minnesota,23,B10,20-12,Not Ranked,0,0,0.8857,112.6,26,92.2,42,63,288,-0.035,269,0.7673,2,107.3,3,95.5,8,0.5798,89,1,0,0,0,0,0
Florida 3,Florida,1,SEC,26-7,10,0,0,0.9731,118.4,5,83.4,2,62.5,299,-0.106,337,0.6821,41,104,63,96.5,32,0.6188,53,1,1,1,0,0,0
Northwestern St. 14,Northwestern St.,133,Slnd,23-8,Not Ranked,0,1,0.5729,105.3,97,102.3,194,72.9,1,0.039,79,0.375,270,97.2,312,102.2,216,0.7211,10,0,0,0,0,0,0
San Diego St. 7,San Diego St.,26,MWC,22-10,20,0,0,0.8764,106.7,76,88.2,10,66.8,126,-0.046,287,0.7078,24,105.4,16,96.7,34,0.5589,104,1,0,0,0,0,0
Oklahoma 10,Oklahoma,51,B12,20-11,Not Ranked,0,0,0.8196,110.6,36,95.4,82,66.8,129,0.003,173,0.6839,40,104.8,36,97.2,50,0.5642,103,0,0,0,0,0,0
Georgetown 2,Georgetown,12,BE,25-6,Not Ranked,0,0,0.9263,108,62,84.4,4,61.9,313,0.048,54,0.6982,29,105.3,19,97.1,44,0.4025,284,0,0,0,0,0,0
Florida Gulf Coast 15,Florida Gulf Coast,126,ASun,24-10,Not Ranked,0,1,0.593,101.5,151,97.9,117,68.7,54,0.035,87,0.3859,259,98.8,248,103.4,269,0.6402,41,1,1,0,0,0,0
Indiana 1,Indiana,3,B10,27-6,1,0,0,0.9655,123.2,1,89,19,67.8,86,-0.023,240,0.7179,19,105.1,29,96,13,0.3977,286,1,1,0,0,0,0
James Madison 16,James Madison,179,CAA,20-14,Not Ranked,1,1,0.4602,97.3,224,98.9,132,64.5,239,0.059,37,0.3939,250,99.4,224,103.7,285,0.3886,290,0,0,0,0,0,0
North Carolina St. 8,North Carolina St.,35,ACC,24-10,6,0,0,0.8605,116.1,10,97.2,105,68.2,74,-0.02,234,0.6858,37,105,31,97.3,53,0.5244,149,0,0,0,0,0,0
Temple 9,Temple,68,A10,23-9,Not Ranked,0,0,0.7708,110.6,35,98.3,124,67,120,0.04,75,0.6241,79,103.7,79,98.7,87,0.5562,108,1,0,0,0,0,0
Nevada Las Vegas 5,Nevada Las Vegas,36,MWC,25-9,18,0,0,0.859,105.3,99,88.3,13,68.8,53,-0.001,189,0.6721,55,104.9,34,97.8,65,0.5008,175,0,0,0,0,0,0
California 12,California,58,P12,20-11,Not Ranked,0,0,0.7929,105.8,86,92.9,46,65.9,175,0.043,66,0.6984,28,104.5,45,96.3,21,0.5818,85,1,0,0,0,0,0
Syracuse 4,Syracuse,13,BE,26-9,9,0,0,0.9213,114.2,16,89.8,23,64.5,235,-0.002,193,0.7244,14,104.7,41,95.2,4,0.4076,279,1,1,1,1,0,0
Montana 13,Montana,145,BSky,25-6,Not Ranked,0,1,0.5473,103.5,129,101.6,175,63.8,266,0.12,3,0.3421,302,99.6,212,106.1,344,0.7174,11,0,0,0,0,0,0
Butler 6,Butler,52,A10,26-8,Not Ranked,0,0,0.8146,108,60,93.5,53,64.4,242,0.106,7,0.6724,54,105,30,97.9,67,0.5945,75,1,0,0,0,0,0
Bucknell 11,Bucknell,62,Pat,28-5,Not Ranked,0,1,0.7879,105.3,95,92.7,45,63.2,285,-0.022,239,0.4536,186,100.5,169,102.3,225,0.5854,81,0,0,0,0,0,0
Marquette 3,Marquette,25,BE,23-8,Not Ranked,0,0,0.8805,113.4,17,93.3,50,64.9,217,0.066,28,0.7282,12,104.2,57,94.6,1,0.5281,140,1,1,1,0,0,0
Davidson 14,Davidson,59,SC,26-7,Not Ranked,0,1,0.7929,110.4,40,96.8,103,65.2,205,0.016,141,0.3763,267,98.5,261,103.4,270,0.6866,16,0,0,0,0,0,0
Illinois 7,Illinois,42,B10,22-12,Not Ranked,0,0,0.8408,109.7,47,93.2,49,66,166,0.05,49,0.7666,3,107,4,95.3,6,0.5319,135,1,0,0,0,0,0
Colorado 10,Colorado,50,P12,21-11,Not Ranked,0,0,0.8278,105.8,85,90.8,28,65,216,0.04,76,0.7206,17,105.7,12,96.4,24,0.6143,56,0,0,0,0,0,0
Miami FL 2,Miami FL,14,ACC,27-6,Not Ranked,0,1,0.9164,113.3,20,89.7,22,63.3,282,0.028,101,0.7183,18,106.5,9,97.2,49,0.6241,49,1,1,0,0,0,0
Pacific 15,Pacific,121,BW,22-12,Not Ranked,0,1,0.6104,105,104,100.5,159,63.2,283,0.058,39,0.54,124,102.8,101,101.2,170,0.7385,4,0,0,0,0,0,0
