Name+Seed,Pure Text,Rank,Conference,W-L,AP_Preseason_Rank,First_Four_Team,AQ/Conference_Winner,AdjEM,AdjO,R_AdjO,AdjD,R_AdjD,AdjT,R_AdjT,Luck,R_Luck,AdjEM1,R_AdjEM1,OppO,R_OppO,OppD,R_OppD,AdjEM2,R_AdjEM2,W_64,W_32,W_16,W_8,W_4,W_2
Villanova 2,Villanova,11,BE,26-7,4,0,1,24.04,117.9,8,93.9,30,62.6,345,0.051,71,10.65,12,108.5,14,97.8,15,8.75,16,0,0,0,0,0,0
Delaware 15,Delaware,145,CAA,22-12,Not Ranked,0,1,2.23,106.8,102,104.6,212,66.6,200,0.023,129,-2.65,206,101.7,208,104.4,224,-3.72,274,0,0,0,0,0,0
Kansas 1,Kansas,6,B12,28-6,3,0,1,25.63,119.4,6,93.8,28,69.1,69,0.035,102,12.12,3,107.6,30,95.5,1,4.5,48,0,0,0,0,0,0
Texas Southern 16,Texas Southern,183,SWAC,19-12,Not Ranked,1,1,-0.92,98.1,269,99.1,100,68,118,0.014,147,-6.64,315,98.5,341,105.2,254,10.59,9,0,0,0,0,0,0
San Diego St. 8,San Diego St.,23,MWC,23-8,Not Ranked,0,0,17.87,103.9,160,86,2,65.3,268,0.013,149,6.42,66,106,73,99.6,52,3.07,88,0,0,0,0,0,0
Creighton 9,Creighton,53,BE,22-11,Not Ranked,0,0,13.4,105.5,127,92.1,17,66.9,190,0.09,26,8.59,35,107.6,28,99.1,42,-0.15,164,0,0,0,0,0,0
Iowa 5,Iowa,13,B10,26-9,Not Ranked,0,1,23.59,121.5,2,97.9,77,69.6,52,-0.05,296,7.67,48,107.6,32,99.9,63,-6.29,324,0,0,0,0,0,0
Richmond 12,Richmond,84,A10,23-12,Not Ranked,0,1,9.93,109.1,70,99.2,105,66.9,192,0.029,113,4.46,92,105.1,91,100.6,88,2.7,97,0,0,0,0,0,0
Providence 4,Providence,50,BE,25-5,Not Ranked,0,0,13.81,111.9,32,98.1,80,65.2,272,0.194,1,6.95,56,106,72,99.1,43,-0.17,166,0,0,0,0,0,0
South Dakota St. 13,South Dakota St.,69,Sum,30-4,Not Ranked,0,1,11.41,116.7,11,105.3,223,69.4,59,0.061,56,-3.98,249,103.2,157,107.2,332,4.24,54,0,0,0,0,0,0
LSU 6,LSU,19,SEC,22-11,Not Ranked,0,0,19.1,107.6,89,88.5,4,68.7,93,-0.041,277,9.11,28,107.7,27,98.5,27,-0.98,189,0,0,0,0,0,0
Iowa St. 11,Iowa St.,46,B12,20-12,Not Ranked,0,0,14.1,104.4,151,90.3,10,66.1,232,0.038,93,10.32,16,107.8,24,97.4,12,-6.54,328,0,0,0,0,0,0
Wisconsin 3,Wisconsin,33,B10,24-7,Not Ranked,0,0,15.66,110.4,48,94.7,37,66.5,208,0.119,6,10.1,19,109,7,98.9,36,2.74,94,0,0,0,0,0,0
Colgate 14,Colgate,119,Pat,23-11,Not Ranked,0,1,4.2,108.2,80,104,203,67.3,162,-0.07,321,-8.01,339,99.2,326,107.2,333,1.77,118,0,0,0,0,0,0
USC 7,USC,42,P12,26-7,Not Ranked,0,0,14.56,110.5,47,95.9,48,66,237,0.077,35,5.32,82,104.9,97,99.6,54,-4.35,289,0,0,0,0,0,0
Miami FL 10,Miami FL,59,ACC,23-10,Not Ranked,0,0,12.73,114.8,17,102.1,155,67.3,161,0.069,49,6.72,60,106.8,55,100.1,69,0.63,146,0,0,0,0,0,0
Auburn 2,Auburn,10,SEC,27-5,22,0,0,24.45,113.6,25,89.1,8,70,41,-0.039,273,8.74,32,107.2,44,98.5,26,4.13,56,0,0,0,0,0,0
Jacksonville St. 15,Jacksonville St.,144,ASun,21-10,Not Ranked,0,1,2.33,105.3,131,103,175,65.1,276,-0.021,225,-5.1,276,100.7,265,105.8,274,0.13,158,0,0,0,0,0,0
