Name+Seed,Pure Text,Rank,Conference,W-L,AP_Preseason_Rank,First_Four_Team,AQ/Conference_Winner,AdjEM,AdjO,R_AdjO,AdjD,R_AdjD,AdjT,R_AdjT,Luck,R_Luck,AdjEM1,R_AdjEM1,OppO,R_OppO,OppD,R_OppD,AdjEM2,R_AdjEM2,W_64,W_32,W_16,W_8,W_4,W_2
Oklahoma St. 9,Oklahoma St.,37,B12,18-13,Not Ranked,0,0,0.8141,109.4,49,96.2,58,63.3,259,-0.034,265,0.7385,5,105.7,39,96.6,2,0.4677,214,0,0,0,0,0,0
Arkansas 5,Arkansas,29,SEC,26-8,Not Ranked,0,0,0.8416,113,21,97.7,81,70,9,0.047,67,0.6463,62,105.2,58,99.8,59,0.4479,243,1,0,0,0,0,0
Wofford 12,Wofford,90,SC,28-6,Not Ranked,0,1,0.6617,103.3,143,97.5,78,61.5,316,0.141,1,0.4109,249,102.3,154,105.5,323,0.6585,25,0,0,0,0,0,0
North Carolina 4,North Carolina,16,ACC,24-11,6,0,0,0.9019,115.3,12,95,45,70,10,-0.034,267,0.7663,2,108.1,2,97.5,6,0.6948,15,1,1,0,0,0,0
Harvard 13,Harvard,78,Ivy,22-7,Not Ranked,0,1,0.7059,102,170,94.5,34,61.5,317,0.114,9,0.4989,149,102.3,153,102.3,160,0.5321,138,0,0,0,0,0,0
Xavier 6,Xavier,26,BE,21-13,Not Ranked,0,0,0.8518,111.9,28,96.1,55,65.7,128,-0.063,317,0.7251,10,106.7,13,98,11,0.5499,112,1,1,0,0,0,0
Mississippi 11,Mississippi,44,SEC,20-12,Not Ranked,1,0,0.7996,112.9,22,100.1,125,66.4,94,-0.056,305,0.6586,49,104.5,78,98.7,22,0.484,194,0,0,0,0,0,0
Baylor 3,Baylor,15,B12,24-9,Not Ranked,0,0,0.9038,114.8,13,94.5,33,62.2,296,-0.018,226,0.7356,6,106.4,17,97.4,3,0.4988,173,0,0,0,0,0,0
Georgia St. 14,Georgia St.,71,SB,24-9,Not Ranked,0,1,0.7344,108.4,58,99.2,106,63.3,258,-0.008,202,0.4461,195,100,297,101.9,145,0.6013,53,1,0,0,0,0,0
VCU 7,VCU,30,A10,26-9,15,0,1,0.84,108.1,61,93.6,23,67.1,64,0.059,51,0.6681,39,105.8,36,99.5,45,0.719,13,0,0,0,0,0,0
Ohio St. 10,Ohio St.,21,B10,23-10,20,0,0,0.868,111.6,29,94.7,40,66.4,96,-0.051,298,0.6205,72,105.1,60,100.7,97,0.341,329,1,0,0,0,0,0
Arizona 2,Arizona,2,P12,31-3,2,0,1,0.9674,116,11,86.4,3,66.7,78,-0.028,250,0.6482,59,105.1,63,99.6,50,0.5043,167,1,1,1,0,0,0
Texas Southern 15,Texas Southern,207,SWAC,22-12,Not Ranked,0,1,0.4111,101.7,177,104.9,220,63.9,221,0.131,3,0.3573,319,99.1,321,104.3,264,0.8272,1,0,0,0,0,0,0
Villanova 1,Villanova,5,BE,32-2,12,0,1,0.9571,120.8,4,92.2,13,64.5,181,0.044,73,0.6779,33,105.1,61,98.5,17,0.5109,160,1,0,0,0,0,0
Lafayette 16,Lafayette,195,Pat,20-12,Not Ranked,0,1,0.4285,110.4,40,113.2,338,65,158,0.078,25,0.4071,256,101.2,218,104.5,269,0.5367,133,0,0,0,0,0,0
North Carolina St. 8,North Carolina St.,38,ACC,20-13,Not Ranked,0,0,0.8111,111.5,30,98.2,89,64.4,189,-0.02,229,0.6916,23,106.4,18,99.2,35,0.4806,199,1,1,0,0,0,0
LSU 9,LSU,43,SEC,22-10,Not Ranked,0,0,0.8006,106.8,75,94.7,37,69.8,13,-0.027,247,0.6127,75,103.8,98,99.7,53,0.3941,292,0,0,0,0,0,0
Northern Iowa 5,Northern Iowa,12,MVC,30-3,Not Ranked,0,1,0.908,113.8,15,93.2,16,58.5,348,0.01,157,0.5139,138,102,172,101.6,127,0.5171,154,1,0,0,0,0,0
Wyoming 12,Wyoming,102,MWC,25-9,Not Ranked,0,1,0.6373,101.8,175,97,67,59.2,344,0.084,21,0.4551,187,100.8,252,102.4,162,0.2799,343,0,0,0,0,0,0
Louisville 4,Louisville,18,ACC,24-8,8,0,0,0.8756,105.9,95,89.4,6,65.5,136,0.027,121,0.687,27,106.2,24,99.2,37,0.452,238,1,1,1,0,0,0
UC Irvine 13,UC Irvine,94,BW,21-12,Not Ranked,0,1,0.6559,103.9,123,98.3,92,63.7,234,-0.007,200,0.5257,128,102.6,134,101.7,133,0.592,71,0,0,0,0,0,0
Providence 6,Providence,28,BE,22-11,Not Ranked,0,0,0.8458,110.7,38,95.5,48,65.7,125,0.043,74,0.7316,8,107.2,7,98.2,13,0.5818,81,0,0,0,0,0,0
Dayton 11,Dayton,40,A10,25-8,Not Ranked,1,0,0.8057,107.1,73,94.7,38,64,214,0.022,133,0.5653,105,102.8,118,100.5,88,0.5063,165,1,0,0,0,0,0
Oklahoma 3,Oklahoma,9,B12,22-10,19,0,0,0.915,109.3,50,88.9,5,67.6,44,-0.046,288,0.7436,3,107.9,3,98.3,14,0.5454,120,1,1,0,0,0,0
Albany 14,Albany,131,AE,24-8,Not Ranked,0,1,0.5686,104.2,117,101.7,155,61.3,320,0.06,49,0.3488,324,98.4,334,103.9,243,0.5218,150,0,0,0,0,0,0
Michigan St. 7,Michigan St.,17,B10,23-11,18,0,0,0.8786,114.1,14,96.1,53,63.7,235,-0.053,300,0.6912,24,107.1,8,99.9,61,0.5027,170,1,1,1,1,0,0
Georgia 10,Georgia,36,SEC,21-11,Not Ranked,0,0,0.8178,107,74,93.9,28,64.2,201,0.01,158,0.6998,21,106.1,29,98.6,19,0.5335,136,0,0,0,0,0,0
Virginia 2,Virginia,4,ACC,29-3,9,0,0,0.9587,112.2,27,85.4,1,58.2,349,0.032,103,0.6758,35,105.6,42,99,31,0.5042,168,1,0,0,0,0,0
Belmont 15,Belmont,149,OVC,22-10,Not Ranked,0,1,0.5363,107.9,64,106.5,259,67.1,63,0.071,34,0.4101,253,100.4,279,103.6,230,0.4852,192,0,0,0,0,0,0
Duke 1,Duke,7,ACC,29-4,4,0,0,0.9395,122,3,96.1,57,66.2,103,0.067,41,0.707,16,107.1,9,99.2,36,0.5507,111,1,1,1,1,1,1
Robert Morris 16,Robert Morris,173,NEC,19-14,Not Ranked,1,1,0.4631,101,191,102.3,169,65.6,131,0.037,86,0.386,282,100.6,262,104.7,279,0.5771,89,0,0,0,0,0,0
San Diego St. 8,San Diego St.,27,MWC,26-8,16,0,0,0.8468,102.4,161,88.3,4,60.7,334,0.014,144,0.5766,93,103.6,100,100.8,101,0.6003,54,1,0,0,0,0,0
St. John's 9,St. John's,42,BE,21-11,Not Ranked,0,0,0.8019,108.1,62,95.7,51,67.1,61,0.058,54,0.6806,32,106.4,19,99.6,47,0.4636,218,0,0,0,0,0,0
Utah 5,Utah,8,P12,24-8,25,0,0,0.9275,113,18,90.6,8,61.2,322,-0.056,307,0.6591,48,105.5,45,99.6,48,0.5205,151,1,1,0,0,0,0
Stephen F. Austin 12,Stephen F. Austin,35,Slnd,29-4,Not Ranked,0,1,0.8183,113,19,99.1,103,66.8,75,0.03,112,0.3981,269,101.1,224,104.9,289,0.5585,107,0,0,0,0,0,0
Georgetown 4,Georgetown,22,BE,21-10,Not Ranked,0,0,0.867,110.3,41,93.7,25,64.4,187,-0.002,188,0.723,11,107.6,4,99,27,0.5912,73,1,0,0,0,0,0
Eastern Washington 13,Eastern Washington,136,BSky,26-8,Not Ranked,0,1,0.5618,110,46,107.7,279,68.8,24,0.074,32,0.4044,260,102.4,146,105.9,331,0.5972,58,0,0,0,0,0,0
SMU 6,SMU,19,Amer,27-6,22,0,1,0.8734,112.3,24,94.9,43,63.8,226,0.014,147,0.5771,92,103.3,105,100.5,87,0.5614,102,0,0,0,0,0,0
UCLA 11,UCLA,41,P12,20-13,Not Ranked,0,0,0.8056,110.2,45,97.4,76,66,111,0.026,122,0.6875,26,105.2,59,98.2,12,0.5839,77,1,1,0,0,0,0
Iowa St. 3,Iowa St.,13,B12,25-8,14,0,1,0.9047,118.9,7,97.7,82,69.6,15,0.023,131,0.7319,7,106.4,20,97.5,5,0.461,224,0,0,0,0,0,0
UAB 14,UAB,121,CUSA,19-15,Not Ranked,0,1,0.5979,103.8,130,100.3,130,65,159,0.011,156,0.5003,147,101.5,201,101.5,122,0.5935,67,1,0,0,0,0,0
Iowa 7,Iowa,24,B10,21-11,Not Ranked,0,0,0.8594,111.1,35,94.9,42,64.3,198,-0.003,191,0.667,42,105.5,44,99.3,41,0.474,204,1,0,0,0,0,0
Davidson 10,Davidson,32,A10,24-7,Not Ranked,0,0,0.8319,118.5,8,103.1,181,67,68,0.037,87,0.5724,95,103,115,100.4,84,0.4546,231,0,0,0,0,0,0
Gonzaga 2,Gonzaga,6,WCC,32-2,13,0,1,0.944,119.4,6,93.4,20,65.1,153,0.013,152,0.5941,83,104.7,74,101.3,114,0.6052,46,1,1,1,0,0,0
North Dakota St. 15,North Dakota St.,151,Sum,23-9,Not Ranked,0,1,0.5258,101,194,100.1,124,61.2,321,0.117,7,0.3857,284,100.6,261,104.8,281,0.3997,288,0,0,0,0,0,0
