Name+Seed,Pure Text,Rank,Conference,W-L,AP_Preseason_Rank,First_Four_Team,AQ/Conference_Winner,AdjEM,AdjO,R_AdjO,AdjD,R_AdjD,AdjT,R_AdjT,Luck,R_Luck,AdjEM1,R_AdjEM1,OppO,R_OppO,OppD,R_OppD,AdjEM2,R_AdjEM2,W_64,W_32,W_16,W_8,W_4,W_2
Villanova 2,Villanova,5,BE,29-5,11,0,0,0.9352,117.2,11,93,7,67.4,249,0.012,143,0.6873,32,107.7,40,100.5,29,0.59,76,1,1,1,1,1,1
UNC Asheville 15,UNC Asheville,116,BSth,22-11,Not Ranked,0,1,0.6194,102.5,190,98.2,60,71.1,74,-0.045,286,0.406,257,102.9,216,106.4,295,0.5918,74,0,0,0,0,0,0
Oregon 1,Oregon,9,P12,28-6,Not Ranked,0,1,0.9123,119.4,5,97.4,50,68.7,184,0.035,92,0.7022,24,107,52,99.3,7,0.5152,169,1,1,1,0,0,0
Holy Cross 16,Holy Cross,268,Pat,14-19,Not Ranked,1,1,0.2702,97,297,105.8,217,64.4,338,0.048,65,0.3718,295,101.5,287,106.3,286,0.4098,287,0,0,0,0,0,0
Saint Joseph's 8,Saint Joseph's,37,A10,27-7,Not Ranked,0,1,0.8159,112.9,31,99.2,74,71.3,66,0.034,94,0.5749,97,104.9,103,102.2,101,0.5231,155,1,0,0,0,0,0
Cincinnati 9,Cincinnati,31,Amer,22-10,Not Ranked,0,0,0.8414,107.7,97,93.1,8,65.8,320,-0.053,303,0.607,76,105.6,84,101.7,78,0.4685,220,0,0,0,0,0,0
Baylor 5,Baylor,24,B12,22-11,22,0,0,0.8705,116.9,13,99,72,67.3,255,0.002,174,0.7438,7,108.2,25,98.6,2,0.459,231,0,0,0,0,0,0
Yale 12,Yale,38,Ivy,22-6,Not Ranked,0,1,0.8132,108,92,95,21,66.7,284,0.031,101,0.4691,189,104.1,149,105.2,223,0.5131,172,1,0,0,0,0,0
Duke 4,Duke,22,ACC,23-10,5,0,0,0.8752,119.3,6,100.7,110,68.5,196,-0.039,272,0.7256,13,109.8,3,100.9,46,0.5752,98,1,1,0,0,0,0
UNC Wilmington 13,UNC Wilmington,74,CAA,25-7,Not Ranked,0,1,0.729,109.4,74,100.4,105,70.7,87,0.041,80,0.5202,135,104.4,135,103.6,149,0.4179,275,0,0,0,0,0,0
Texas 6,Texas,30,B12,20-12,Not Ranked,0,0,0.8487,111.5,44,96,32,66.3,301,0.037,86,0.7732,1,110,2,98.8,3,0.6083,56,0,0,0,0,0,0
Northern Iowa 11,Northern Iowa,76,MVC,22-12,Not Ranked,0,1,0.724,105.7,135,97.2,45,62.9,346,0.017,127,0.5813,90,104,153,101.1,50,0.664,21,1,0,0,0,0,0
Texas A&M; 3,Texas A&M;,17,SEC,26-8,Not Ranked,0,0,0.8923,112.6,36,93.7,12,67.5,247,0.002,176,0.6742,43,107.7,38,101.1,55,0.5547,115,1,1,0,0,0,0
Green Bay 14,Green Bay,117,Horz,23-12,Not Ranked,0,1,0.619,107.7,96,103.2,168,76.6,6,0.046,69,0.4962,155,103.3,188,103.4,140,0.5569,114,0,0,0,0,0,0
Oregon St. 7,Oregon St.,60,P12,19-12,Not Ranked,0,0,0.7691,109.3,76,98.4,62,68.2,210,0.052,56,0.7249,15,108.5,23,99.7,10,0.5415,134,0,0,0,0,0,0
VCU 10,VCU,35,A10,24-10,Not Ranked,0,0,0.8259,108.8,82,95,22,69.9,118,-0.065,321,0.5566,105,105.5,87,103.4,142,0.4981,183,1,0,0,0,0,0
Oklahoma 2,Oklahoma,7,B12,25-7,8,0,0,0.9199,115.4,20,93.3,11,70.8,83,0.008,159,0.7589,3,109.7,5,99.3,6,0.5397,138,1,1,1,1,0,0
Cal St. Bakersfield 15,Cal St. Bakersfield,95,WAC,24-8,Not Ranked,0,1,0.6902,102.3,196,95.4,25,68.6,191,-0.001,177,0.3306,329,99.7,332,106,273,0.448,244,0,0,0,0,0,0
North Carolina 1,North Carolina,4,ACC,28-6,1,0,1,0.9407,119.5,4,94,16,72,48,-0.043,283,0.721,16,109.3,9,100.6,32,0.5742,99,1,1,1,1,1,0
Florida Gulf Coast 16,Florida Gulf Coast,174,ASun,20-13,Not Ranked,1,1,0.4686,102.7,182,103.8,173,67.2,259,-0.034,265,0.3653,301,103.2,197,108.3,350,0.4824,199,0,0,0,0,0,0
USC 8,USC,49,P12,21-12,Not Ranked,0,0,0.7946,112.4,37,99.9,90,72,49,-0.012,206,0.6691,47,107.2,50,100.8,44,0.4609,226,0,0,0,0,0,0
Providence 9,Providence,46,BE,23-10,Not Ranked,0,0,0.7991,107.9,93,95.7,28,69.4,143,0.044,76,0.6563,55,106.8,57,101,48,0.4353,256,1,0,0,0,0,0
Indiana 5,Indiana,14,B10,25-7,15,0,0,0.8959,119,7,98.7,66,68.8,179,-0.003,183,0.6137,73,106.5,64,102.3,102,0.4152,278,1,1,0,0,0,0
Chattanooga 12,Chattanooga,107,SC,29-5,Not Ranked,0,1,0.6557,105.1,149,99.4,77,67,265,0.119,7,0.4389,219,104,154,106.2,283,0.5308,148,0,0,0,0,0,0
Kentucky 4,Kentucky,8,SEC,26-8,2,0,1,0.9198,122.3,1,98.9,70,67.6,241,-0.035,269,0.6892,31,106.9,54,99.8,11,0.5991,67,1,0,0,0,0,0
Stony Brook 13,Stony Brook,91,AE,26-6,Not Ranked,0,1,0.6979,105.8,131,98.4,61,67.4,252,0.032,99,0.3755,290,102.8,226,107.4,337,0.6381,37,0,0,0,0,0,0
Notre Dame 6,Notre Dame,39,ACC,21-11,19,0,0,0.8131,117.8,10,103.7,172,65.8,316,0.033,95,0.6962,26,108.7,20,101.1,51,0.472,216,1,1,1,0,0,0
Michigan 11,Michigan,56,B10,22-12,25,1,0,0.7778,112.7,35,101,116,66.7,287,0.016,130,0.6715,46,107.7,39,101.2,59,0.4551,235,0,0,0,0,0,0
West Virginia 3,West Virginia,6,B12,26-8,Not Ranked,0,0,0.9236,114.8,23,92.4,6,70.5,93,0.008,157,0.7499,5,109.4,8,99.5,8,0.5318,145,0,0,0,0,0,0
Stephen F. Austin 14,Stephen F. Austin,33,Slnd,27-5,Not Ranked,0,1,0.8378,110.4,61,95.7,27,68.3,207,0.025,108,0.3538,311,101.9,272,107.3,335,0.636,38,1,0,0,0,0,0
Wisconsin 7,Wisconsin,32,B10,20-12,17,0,0,0.839,110,67,95.3,24,64.3,341,-0.031,255,0.7006,25,108,33,100.3,22,0.5441,131,1,1,0,0,0,0
Pittsburgh 10,Pittsburgh,45,ACC,21-11,Not Ranked,0,0,0.8024,112.7,33,99.8,86,66.3,299,0.003,172,0.6734,44,108.7,19,102,95,0.3298,332,0,0,0,0,0,0
Xavier 2,Xavier,15,BE,27-5,Not Ranked,0,0,0.8946,115.8,18,96.2,36,72.9,29,0.067,36,0.6729,45,106.5,63,100,15,0.5336,142,1,0,0,0,0,0
Weber St. 15,Weber St.,132,BSky,26-8,Not Ranked,0,1,0.5717,102.6,184,100,92,67.9,227,-0.003,182,0.3514,315,102.3,252,107.9,347,0.5312,147,0,0,0,0,0,0
Virginia 1,Virginia,2,ACC,26-7,6,0,0,0.9482,118.3,9,91.9,4,61.4,351,-0.043,281,0.7548,4,109.8,4,99.5,9,0.6087,55,1,1,1,0,0,0
Hampton 16,Hampton,222,MEAC,21-10,Not Ranked,0,1,0.3639,99.9,245,104.8,191,72.2,43,0.147,2,0.3018,342,99.1,340,106.6,309,0.5837,86,0,0,0,0,0,0
Texas Tech 8,Texas Tech,42,B12,19-12,Not Ranked,0,0,0.8096,113.5,28,100.1,93,66.7,286,0.036,90,0.7389,8,108.6,21,99.2,5,0.4967,185,0,0,0,0,0,0
Butler 9,Butler,40,BE,21-10,24,0,0,0.8129,115.6,19,101.8,131,68.9,166,-0.004,185,0.637,63,105.9,74,100.9,45,0.415,279,1,0,0,0,0,0
Purdue 5,Purdue,10,B10,26-8,23,0,0,0.9078,115.3,21,94.5,18,68.3,208,-0.031,253,0.6563,56,107.5,44,101.6,77,0.4265,266,0,0,0,0,0,0
Arkansas Little Rock 12,Arkansas Little Rock,47,SB,29-4,Not Ranked,0,1,0.7978,108.3,85,96.1,35,64,345,0.032,98,0.4581,199,102.6,237,104.2,171,0.495,188,1,0,0,0,0,0
Iowa St. 4,Iowa St.,18,B12,21-11,7,0,0,0.8919,120.5,3,100.3,101,71.8,54,-0.07,326,0.7452,6,108,31,98.4,1,0.5192,161,1,1,0,0,0,0
Iona 13,Iona,73,MAAC,22-10,Not Ranked,0,1,0.731,110.4,60,101.2,120,72.2,44,-0.002,180,0.4792,178,103.1,207,103.8,155,0.6384,36,0,0,0,0,0,0
Seton Hall 6,Seton Hall,26,BE,25-8,Not Ranked,0,1,0.8674,110.7,55,94,17,70.3,104,0.008,158,0.6673,49,106.1,68,99.9,14,0.4372,255,0,0,0,0,0,0
Gonzaga 11,Gonzaga,28,WCC,26-7,9,0,1,0.8609,114.6,24,97.8,55,68,223,-0.025,243,0.5502,110,105.5,85,103.7,153,0.6297,40,1,1,0,0,0,0
Utah 3,Utah,29,P12,26-8,16,0,0,0.8547,113.7,27,97.5,51,66.5,294,0.11,13,0.7038,23,107.9,34,100.1,16,0.519,162,1,0,0,0,0,0
Fresno St. 14,Fresno St.,105,MWC,25-9,Not Ranked,0,1,0.6595,106.2,124,100.3,100,69.7,129,0.088,23,0.5158,141,103.6,176,103,126,0.4583,233,0,0,0,0,0,0
Dayton 7,Dayton,54,A10,25-7,Not Ranked,0,0,0.7806,104.7,160,93.8,14,68.8,175,0.077,32,0.5793,92,105.9,77,102.9,120,0.5596,110,0,0,0,0,0,0
Syracuse 10,Syracuse,41,ACC,19-13,Not Ranked,0,0,0.8111,109.4,75,96.4,38,65.7,321,-0.047,290,0.6935,29,108.7,18,101.3,60,0.4948,189,1,1,1,1,0,0
Michigan St. 2,Michigan St.,3,B10,29-5,13,0,1,0.945,121.3,2,94.8,19,67.4,253,-0.004,184,0.65,60,105.8,79,100.3,20,0.4771,208,0,0,0,0,0,0
Middle Tennessee 15,Middle Tennessee,124,CUSA,24-9,Not Ranked,0,1,0.5926,102.2,198,99,71,68.3,204,0.058,44,0.4443,215,103.8,168,105.8,261,0.549,122,1,0,0,0,0,0
